path,backend,cfo_initial_hz,cfo_final_hz,sample_rate_ratio_initial,sample_rate_ratio_used,sample_rate_error_ppm,chunk_count,chunk_time_avg_us,chunk_time_max_us
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf11_bw125000_cr3_crc1_impl0_ldro0_pay17.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,111,5169.848009009,55554.076
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf11_bw125000_cr4_crc1_impl0_ldro0_pay9.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,178,10817.550595506,112007.366
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf11_bw250000_cr2_crc1_impl0_ldro0_pay17.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,51,3141.035078431,28854.618
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf11_bw250000_cr3_crc1_impl0_ldro0_pay15.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,49,3471.721693878,29820.645
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf11_bw250000_cr4_crc1_impl0_ldro0_pay13.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,105,6146.588504762,76151.049
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf11_bw250000_cr4_crc1_impl0_ldro0_pay15.cf32,cpp_stream,-122.0703125,-91.552734375,1.0,1.0,0.0,53,570257.722716981,30045185.371
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf11_bw250000_cr4_crc1_impl0_ldro0_pay18.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,242,8766.983731405,113121.848
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf11_bw500000_cr1_crc1_impl0_ldro0_pay11.cf32,cpp_stream,-244.140625,-152.587890625,1.0,1.0,0.0,142,115016.433133803,13945085.58
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf11_bw500000_cr1_crc1_impl0_ldro0_pay19.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,182,12380.694456044,127844.079
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf11_bw500000_cr1_crc1_impl0_ldro0_pay20.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,222,9364.243810811,112709.883
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf11_bw500000_cr1_crc1_impl0_ldro0_pay8.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,61,9368.479770492,59669.847
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf11_bw500000_cr2_crc1_impl0_ldro0_pay20.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,226,9294.212823009,113382.532
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf11_bw500000_cr3_crc1_impl0_ldro0_pay10.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,166,12447.20523494,113538.042
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf11_bw500000_cr3_crc1_impl0_ldro0_pay13.cf32,cpp_stream,-244.140625,-122.0703125,1.0,1.0,0.0,194,134710.117778351,24132875.585
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf11_bw500000_cr3_crc1_impl0_ldro0_pay23.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,278,7666.634798561,112195.948
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf12_bw125000_cr1_crc1_impl0_ldro0_pay15.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,82,6609.706512195,57066.01
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf12_bw125000_cr1_crc1_impl0_ldro0_pay9.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,243,29430.577485597,236404.909
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf12_bw125000_cr2_crc1_impl0_ldro0_pay13.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,90,7331.931666667,61527.664
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf12_bw125000_cr2_crc1_impl0_ldro0_pay23.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,451,17064.265572062,232161.731
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf12_bw125000_cr3_crc1_impl0_ldro0_pay17.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,98,6065.139714286,56297.758
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf12_bw125000_cr4_crc1_impl0_ldro0_pay10.cf32,cpp_stream,-30.517578125,-20.517578125,1.0,1.0,0.0,178,272494.491044944,46473719.783
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf12_bw125000_cr4_crc1_impl0_ldro0_pay16.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,242,10805.278061983,165539.055
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf12_bw250000_cr4_crc1_impl0_ldro0_pay12.cf32,cpp_stream,-61.03515625,-41.03515625,1.0,1.0,0.0,105,499560.843780952,51737256.618
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf12_bw500000_cr2_crc1_impl0_ldro0_pay11.cf32,cpp_stream,-122.0703125,-106.811523438,1.0,1.0,0.0,89,430870.642033708,37811695.436
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf12_bw500000_cr2_crc1_impl0_ldro0_pay18.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,202,9918.814653465,113360.374
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf12_bw500000_cr4_crc1_impl0_ldro0_pay11.cf32,cpp_stream,-122.0703125,-76.293945312,1.0,1.0,0.0,355,142450.174884507,42172912.893
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf7_bw125000_cr1_crc1_impl0_ldro0_pay12.cf32,cpp_stream,-976.5625,-376.5625,1.0,1.0,0.0,4,2887.09225,7182.151
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf7_bw125000_cr1_crc1_impl0_ldro0_pay13.cf32,cpp_stream,-976.5625,-276.5625,1.0,0.99995,-50.0,7,3631.007428571,8494.227
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf7_bw125000_cr1_crc1_impl0_ldro0_pay15.cf32,cpp_stream,-976.5625,23.4375,1.0,1.0,0.0,4,4008.317,11500.036
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf7_bw125000_cr2_crc1_impl0_ldro0_pay10.cf32,cpp_stream,-976.5625,-326.5625,1.0,0.99995,-50.0,15,2637.5794,11411.352
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf7_bw125000_cr2_crc1_impl0_ldro0_pay18.cf32,cpp_stream,-976.5625,-26.5625,1.0,0.99995,-50.0,10,4776.0737,30834.309
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf7_bw125000_cr3_crc1_impl0_ldro0_pay9.cf32,cpp_stream,-976.5625,-476.5625,1.0,1.0,0.0,7,2910.760857143,9706.605
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf7_bw125000_cr4_crc1_impl0_ldro0_pay17.cf32,cpp_stream,-976.5625,-776.5625,1.0,1.0,0.0,11,614307.983818182,6739236.341
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf7_bw250000_cr1_crc1_impl0_ldro0_pay10.cf32,cpp_stream,-1953.125,-653.125,1.0,0.99995,-50.0,12,3822.160083333,20421.967
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf7_bw250000_cr1_crc1_impl0_ldro0_pay12.cf32,cpp_stream,-1953.125,-653.125,1.0,0.99995,-50.0,13,3862.860307692,20251.076
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf7_bw250000_cr2_crc1_impl0_ldro0_pay13.cf32,cpp_stream,-1953.125,-203.125,1.0,1.0,0.0,4,6416.5085,20757.562
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf7_bw250000_cr2_crc1_impl0_ldro0_pay20.cf32,cpp_stream,-1953.125,-103.125,1.0,0.99995,-50.0,11,6867.567545455,43362.88
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf7_bw250000_cr4_crc1_impl0_ldro0_pay14.cf32,cpp_stream,-1953.125,-1253.125,1.0,1.0,0.0,11,971440.322818182,10663597.994
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf7_bw500000_cr1_crc1_impl0_ldro0_pay19.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,16,3229.03475,34908.097
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf7_bw500000_cr1_crc1_impl0_ldro0_pay21.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,18,3195.970166667,37193.737
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf7_bw500000_cr3_crc1_impl0_ldro0_pay20.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,21,2788.106952381,37542.073
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf8_bw125000_cr1_crc1_impl0_ldro0_pay23.cf32,cpp_stream,-488.28125,-288.28125,1.0,1.0,0.0,18,273050.508777778,4887961.832
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf8_bw125000_cr4_crc1_impl0_ldro0_pay12.cf32,cpp_stream,-488.28125,-238.28125,1.0,1.0,0.0,31,2304.843935484,17006.212
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf8_bw125000_cr4_crc1_impl0_ldro0_pay15.cf32,cpp_stream,-488.28125,-288.28125,1.0,1.0,0.0,39,146597.176051282,5648585.458
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf8_bw250000_cr2_crc1_impl0_ldro0_pay8.cf32,cpp_stream,-976.5625,-876.5625,1.0,0.9999,-100.0,23,106700.762173913,2374602.52
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf8_bw250000_cr3_crc1_impl0_ldro0_pay17.cf32,cpp_stream,-976.5625,-526.5625,1.0,1.0,0.0,35,184873.2462,6383980.562
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf8_bw250000_cr3_crc1_impl0_ldro0_pay19.cf32,cpp_stream,-976.5625,-626.5625,1.0,1.0,0.0,20,422548.31015,8419834.585
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf8_bw250000_cr4_crc1_impl0_ldro0_pay21.cf32,cpp_stream,-976.5625,23.4375,1.0,1.0,0.0,12,2718.467333333,19783.225
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf8_bw250000_cr4_crc1_impl0_ldro0_pay23.cf32,cpp_stream,-976.5625,-576.5625,1.0,1.0,0.0,47,216437.062765957,10093634.993
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf8_bw500000_cr1_crc1_impl0_ldro0_pay12.cf32,cpp_stream,-1953.125,-1903.125,1.0,0.9999,-100.0,7,1486606.972857143,10394661.83
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf8_bw500000_cr1_crc1_impl0_ldro0_pay8.cf32,cpp_stream,-1953.125,-3.125,1.0,0.99995,-50.0,21,5611.401,36488.194
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf8_bw500000_cr2_crc1_impl0_ldro0_pay16.cf32,cpp_stream,-1953.125,-803.125,1.0,1.000075,75.0,15,388958.081933333,5791869.371
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf8_bw500000_cr3_crc1_impl0_ldro0_pay18.cf32,cpp_stream,-1953.125,1146.875,1.0,1.000075,75.0,10,1363687.1476,13624537.601
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf8_bw500000_cr3_crc1_impl0_ldro0_pay21.cf32,cpp_stream,-1953.125,1596.875,1.0,0.99995,-50.0,39,11028.618461538,340405.068
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf9_bw125000_cr3_crc1_impl0_ldro0_pay16.cf32,cpp_stream,-244.140625,-244.140625,1.0,0.99995,-50.0,63,3445.385492063,44170.157
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf9_bw125000_cr4_crc1_impl0_ldro0_pay10.cf32,cpp_stream,-244.140625,-240.325927734,1.0,0.99995,-50.0,14,2182.930785714,10772.768
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf9_bw250000_cr1_crc1_impl0_ldro0_pay13.cf32,cpp_stream,-488.28125,-238.28125,1.0,1.0,0.0,13,2303.489846154,10102.811
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf9_bw250000_cr1_crc1_impl0_ldro0_pay15.cf32,cpp_stream,-488.28125,-485.3515625,1.0,0.99995,-50.0,26,2720.537076923,16037.985
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf9_bw250000_cr2_crc1_impl0_ldro0_pay17.cf32,cpp_stream,-488.28125,-468.45703125,1.0,0.99995,-50.0,57,3807.836947368,33320.459
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf9_bw250000_cr3_crc1_impl0_ldro0_pay10.cf32,cpp_stream,-488.28125,-468.45703125,1.0,0.99995,-50.0,25,3440.83124,22887.331
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf9_bw250000_cr4_crc1_impl0_ldro0_pay10.cf32,cpp_stream,-488.28125,-465.13671875,1.0,0.99995,-50.0,27,2881.106555556,18135.579
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf9_bw250000_cr4_crc1_impl0_ldro0_pay13.cf32,cpp_stream,-488.28125,-465.13671875,1.0,0.99995,-50.0,31,2764.587225806,22957.414
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf9_bw250000_cr4_crc1_impl0_ldro0_pay21.cf32,cpp_stream,-488.28125,-288.28125,1.0,1.0,0.0,39,297849.516358974,11546440.089
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf9_bw500000_cr1_crc1_impl0_ldro0_pay19.cf32,cpp_stream,-976.5625,-926.5625,1.0,0.99995,-50.0,14,1845.445071429,8423.67
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf9_bw500000_cr2_crc1_impl0_ldro0_pay11.cf32,cpp_stream,-976.5625,-926.5625,1.0,0.99995,-50.0,13,1990.964461538,8734.232
/home/aquay/lora-lite-phy/golden_vectors/new_batch/base_clean/tx_sf9_bw500000_cr4_crc1_impl0_ldro0_pay20.cf32,cpp_stream,-976.5625,-626.5625,1.0,1.0,0.0,69,228257.325898551,15542689.471
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw125000_cr3_crc1_impl0_ldro0_pay11_snr-5.9dB.cf32,cpp_stream,-122.167666537,-76.354791586,1.0,1.0,0.0,25,453559.66852,11276349.413
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw125000_cr3_crc1_impl0_ldro0_pay20_snr-9.2dB.cf32,cpp_stream,-122.129461861,15.266182733,1.0,1.0,0.0,35,2721.955114286,33142.329
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw125000_cr3_crc1_impl0_ldro0_pay21_snr+9.7dB.cf32,cpp_stream,-121.997229793,-91.497922345,1.0,1.0,0.0,70,297374.420571429,20626407.12
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw125000_cr3_crc1_impl0_ldro0_pay22_snr-16.8dB.cf32,cpp_stream,-122.911847122,-61.455923561,1.0,1.0,0.0,139,155479.782884892,21009888.871
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw125000_cr4_crc1_impl0_ldro0_pay15_snr+1.2dB.cf32,cpp_stream,-122.057701753,-76.286063596,1.0,1.0,0.0,121,151548.05314876,17756244.615
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw125000_cr4_crc1_impl0_ldro0_pay9_snr-7.4dB.cf32,cpp_stream,-122.084663196,-61.042331598,1.0,1.0,0.0,89,120493.146359551,10112054.97
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw250000_cr1_crc1_impl0_ldro0_pay21_snr-5.9dB.cf32,cpp_stream,-244.648754273,-61.162188568,1.0,1.0,0.0,51,3793.657392157,32004.306
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw250000_cr1_crc1_impl0_ldro0_pay23_snr-18.2dB.cf32,cpp_stream,-242.997723082,-60.749430771,1.0,1.0,0.0,56,254094.687714286,14042514.219
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw250000_cr1_crc1_impl0_ldro0_pay8_snr+5.1dB.cf32,cpp_stream,-244.278491427,-122.139245714,1.0,1.0,0.0,71,90345.406661972,5806393.808
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw250000_cr3_crc1_impl0_ldro0_pay10_snr-6.0dB.cf32,cpp_stream,-243.494433717,0.0,1.0,1.0,0.0,25,419424.85292,10411113.426
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw250000_cr3_crc1_impl0_ldro0_pay19_snr+5.7dB.cf32,cpp_stream,-244.162854147,-122.081427073,1.0,1.0,0.0,125,131853.015048,15920048.982
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw250000_cr3_crc1_impl0_ldro0_pay20_snr+7.9dB.cf32,cpp_stream,-244.353118287,-91.632419358,1.0,1.0,0.0,139,4266.595021583,55068.805
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw250000_cr3_crc1_impl0_ldro0_pay22_snr-17.5dB.cf32,cpp_stream,-242.327245257,-60.581811314,1.0,1.0,0.0,153,153794.603111111,22885441.077
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw250000_cr4_crc1_impl0_ldro0_pay14_snr-0.4dB.cf32,cpp_stream,-243.952197153,0.0,1.0,1.0,0.0,31,499363.975645161,15400810.973
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw250000_cr4_crc1_impl0_ldro0_pay14_snr-19.3dB.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,21,90537.022571429,1749454.309
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw250000_cr4_crc1_impl0_ldro0_pay19_snr-4.4dB.cf32,cpp_stream,-244.406039302,-122.203019651,1.0,1.0,0.0,153,147582.981960784,21913755.018
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw250000_cr4_crc1_impl0_ldro0_pay9_snr-10.9dB.cf32,cpp_stream,-244.995234304,-214.370830016,1.0,1.0,0.0,23,417972.388695652,9559749.009
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw500000_cr1_crc1_impl0_ldro0_pay18_snr-12.1dB.cf32,cpp_stream,-490.522340008,-340.522340008,1.0,1.0,0.0,51,236693.956058824,11895660.199
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw500000_cr2_crc1_impl0_ldro0_pay10_snr+8.1dB.cf32,cpp_stream,-488.148598362,-338.148598362,1.0,1.0,0.0,45,226883.950955556,10036918.797
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw500000_cr2_crc1_impl0_ldro0_pay13_snr+1.0dB.cf32,cpp_stream,-487.514581963,12.485418037,1.0,1.0,0.0,23,451968.80426087,10296853.094
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw500000_cr2_crc1_impl0_ldro0_pay13_snr-16.5dB.cf32,cpp_stream,-478.088398715,71.911601285,1.0,1.0,0.0,23,473000.10773913,10776157.829
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw500000_cr3_crc1_impl0_ldro0_pay12_snr-4.3dB.cf32,cpp_stream,-488.704033864,-338.704033864,1.0,1.0,0.0,49,233821.198408163,11278176.785
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw500000_cr3_crc1_impl0_ldro0_pay15_snr-16.7dB.cf32,cpp_stream,-496.837712258,-346.837712258,1.0,1.0,0.0,63,281281.167857143,17520682.597
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw500000_cr3_crc1_impl0_ldro0_pay9_snr-13.9dB.cf32,cpp_stream,-486.993677051,-336.993677051,1.0,1.0,0.0,42,195101.702690476,8022235.18
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw500000_cr4_crc1_impl0_ldro0_pay10_snr+9.8dB.cf32,cpp_stream,-487.645134021,12.354865979,1.0,1.0,0.0,23,444626.706695652,10137000.365
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw500000_cr4_crc1_impl0_ldro0_pay18_snr-11.9dB.cf32,cpp_stream,-488.213580045,-438.213580045,1.0,1.0,0.0,35,571423.082857143,19941067.264
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf10_bw500000_cr4_crc1_impl0_ldro0_pay19_snr+7.8dB.cf32,cpp_stream,-488.380972327,11.619027673,1.0,1.0,0.0,35,549354.936371429,19133015.782
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf11_bw125000_cr1_crc1_impl0_ldro0_pay23_snr+8.8dB.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,222,8454.730013514,105831.823
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf11_bw125000_cr2_crc1_impl0_ldro0_pay10_snr+3.5dB.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,154,12076.889584416,106654.058
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf11_bw125000_cr2_crc1_impl0_ldro0_pay22_snr-8.9dB.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,125,4463.432,53589.12
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf11_bw125000_cr3_crc1_impl0_ldro0_pay17_snr+3.3dB.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,111,4872.887783784,53757.305
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf11_bw125000_cr4_crc1_impl0_ldro0_pay9_snr+4.7dB.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,178,10800.163932584,107784.912
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf11_bw250000_cr2_crc1_impl0_ldro0_pay17_snr-18.8dB.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,51,3577.258901961,30816.158
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf11_bw250000_cr3_crc1_impl0_ldro0_pay15_snr-7.0dB.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,49,3894.778244898,32312.166
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf11_bw250000_cr4_crc1_impl0_ldro0_pay13_snr+8.1dB.cf32,cpp_stream,0.0,0.0,1.0,1.0,0.0,105,6399.686285714,112584.617
/home/aquay/lora-lite-phy/golden_vectors/new_batch/tx_sf11_bw250000_cr4_crc1_impl0_ldro0_pay15_snr+3.4dB.cf32,cpp_stream,-121.970959921,15.24636999,1.0,1.0,0.0,53,488159.13654717,25650458.925
